oldname,newname
gpw_v4_une_atotpopbt_2010_cntm_15_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2010_cntm_15_min
gpw_v4_une_atotpopbt_2010_cntm_2pt5_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2010_cntm_2pt5_min
gpw_v4_une_atotpopbt_2010_cntm_30_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2010_cntm_30_min
gpw_v4_une_atotpopbt_2010_cntm_30_sec,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2010_cntm_30_sec
gpw_v4_une_atotpopbt_2015_cntm_1_deg,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2015_cntm_1_deg
gpw_v4_une_atotpopbt_2015_cntm_15_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2015_cntm_15_min
gpw_v4_une_atotpopbt_2015_cntm_2pt5_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2015_cntm_2pt5_min
gpw_v4_une_atotpopbt_2015_cntm_30_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2015_cntm_30_min
gpw_v4_une_atotpopbt_2015_cntm_30_sec,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2015_cntm_30_sec
gpw_v4_une_atotpopbt_2020_cntm_1_deg,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2020_cntm_1_deg
gpw_v4_une_atotpopbt_2020_cntm_15_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2020_cntm_15_min
gpw_v4_une_atotpopbt_2020_cntm_2pt5_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2020_cntm_2pt5_min
gpw_v4_une_atotpopbt_2020_cntm_30_min,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2020_cntm_30_min
gpw_v4_une_atotpopbt_2020_cntm_30_sec,gpw_v4_population_count_adjusted_to_2015_unwpp_country_totals_rev10_2020_cntm_30_sec
gpw_v4_e_atotpopbt_1975_cntm_1_deg,gpw_v4_population_count_rev10_1975_cntm_1_deg
gpw_v4_e_atotpopbt_1975_cntm_15_min,gpw_v4_population_count_rev10_1975_cntm_15_min
gpw_v4_e_atotpopbt_1975_cntm_2pt5_min,gpw_v4_population_count_rev10_1975_cntm_2pt5_min
gpw_v4_e_atotpopbt_1975_cntm_30_min,gpw_v4_population_count_rev10_1975_cntm_30_min
gpw_v4_e_atotpopbt_1975_cntm_30_sec,gpw_v4_population_count_rev10_1975_cntm_30_sec
gpw_v4_e_atotpopbt_1990_cntm_1_deg,gpw_v4_population_count_rev10_1990_cntm_1_deg
gpw_v4_e_atotpopbt_1990_cntm_15_min,gpw_v4_population_count_rev10_1990_cntm_15_min
gpw_v4_e_atotpopbt_1990_cntm_2pt5_min,gpw_v4_population_count_rev10_1990_cntm_2pt5_min
gpw_v4_e_atotpopbt_1990_cntm_30_min,gpw_v4_population_count_rev10_1990_cntm_30_min
gpw_v4_e_atotpopbt_1990_cntm_30_sec,gpw_v4_population_count_rev10_1990_cntm_30_sec
gpw_v4_e_atotpopbt_2000_cntm_1_deg,gpw_v4_population_count_rev10_2000_cntm_1_deg
gpw_v4_e_atotpopbt_2000_cntm_15_min,gpw_v4_population_count_rev10_2000_cntm_15_min
gpw_v4_e_atotpopbt_2000_cntm_2pt5_min,gpw_v4_population_count_rev10_2000_cntm_2pt5_min
gpw_v4_e_atotpopbt_2000_cntm_30_min,gpw_v4_population_count_rev10_2000_cntm_30_min
gpw_v4_e_atotpopbt_2000_cntm_30_sec,gpw_v4_population_count_rev10_2000_cntm_30_sec
gpw_v4_e_atotpopbt_2005_cntm_1_deg,gpw_v4_population_count_rev10_2005_cntm_1_deg
gpw_v4_e_atotpopbt_2005_cntm_15_min,gpw_v4_population_count_rev10_2005_cntm_15_min
gpw_v4_e_atotpopbt_2005_cntm_2pt5_min,gpw_v4_population_count_rev10_2005_cntm_2pt5_min
gpw_v4_e_atotpopbt_2005_cntm_30_min,gpw_v4_population_count_rev10_2005_cntm_30_min
gpw_v4_e_atotpopbt_2005_cntm_30_sec,gpw_v4_population_count_rev10_2005_cntm_30_sec
gpw_v4_e_atotpopbt_2010_cntm_1_deg,gpw_v4_population_count_rev10_2010_cntm_1_deg
gpw_v4_e_atotpopbt_2010_cntm_15_min,gpw_v4_population_count_rev10_2010_cntm_15_min
gpw_v4_e_atotpopbt_2010_cntm_2pt5_min,gpw_v4_population_count_rev10_2010_cntm_2pt5_min
gpw_v4_e_atotpopbt_2010_cntm_30_min,gpw_v4_population_count_rev10_2010_cntm_30_min
gpw_v4_e_atotpopbt_2010_cntm_30_sec,gpw_v4_population_count_rev10_2010_cntm_30_sec
gpw_v4_e_atotpopbt_2015_cntm_1_deg,gpw_v4_population_count_rev10_2015_cntm_1_deg
gpw_v4_e_atotpopbt_2015_cntm_15_min,gpw_v4_population_count_rev10_2015_cntm_15_min
gpw_v4_e_atotpopbt_2015_cntm_2pt5_min,gpw_v4_population_count_rev10_2015_cntm_2pt5_min
gpw_v4_e_atotpopbt_2015_cntm_30_min,gpw_v4_population_count_rev10_2015_cntm_30_min
gpw_v4_e_atotpopbt_2015_cntm_30_sec,gpw_v4_population_count_rev10_2015_cntm_30_sec
gpw_v4_e_atotpopbt_2020_cntm_1_deg,gpw_v4_population_count_rev10_2020_cntm_1_deg
gpw_v4_e_atotpopbt_2020_cntm_15_min,gpw_v4_population_count_rev10_2020_cntm_15_min
gpw_v4_e_atotpopbt_2020_cntm_2pt5_min,gpw_v4_population_count_rev10_2020_cntm_2pt5_min
gpw_v4_e_atotpopbt_2020_cntm_30_min,gpw_v4_population_count_rev10_2020_cntm_30_min
gpw_v4_e_atotpopbt_2020_cntm_30_sec,gpw_v4_population_count_rev10_2020_cntm_30_sec
gpw_v4_une_atotpopbt_1975_dens_1_deg,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1975_dens_1_deg
gpw_v4_une_atotpopbt_1975_dens_15_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1975_dens_15_min
gpw_v4_une_atotpopbt_1975_dens_2pt5_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1975_dens_2pt5_min
gpw_v4_une_atotpopbt_1975_dens_30_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1975_dens_30_min
gpw_v4_une_atotpopbt_1975_dens_30_sec,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1975_dens_30_sec
gpw_v4_une_atotpopbt_1990_dens_1_deg,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1990_dens_1_deg
gpw_v4_une_atotpopbt_1990_dens_15_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1990_dens_15_min
gpw_v4_une_atotpopbt_1990_dens_2pt5_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1990_dens_2pt5_min
gpw_v4_une_atotpopbt_1990_dens_30_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1990_dens_30_min
gpw_v4_une_atotpopbt_1990_dens_30_sec,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_1990_dens_30_sec
gpw_v4_une_atotpopbt_2000_dens_1_deg,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2000_dens_1_deg
gpw_v4_une_atotpopbt_2000_dens_15_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2000_dens_15_min
gpw_v4_une_atotpopbt_2000_dens_2pt5_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2000_dens_2pt5_min
gpw_v4_une_atotpopbt_2000_dens_30_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2000_dens_30_min
gpw_v4_une_atotpopbt_2000_dens_30_sec,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2000_dens_30_sec
gpw_v4_une_atotpopbt_2005_dens_1_deg,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2005_dens_1_deg
gpw_v4_une_atotpopbt_2005_dens_15_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2005_dens_15_min
gpw_v4_une_atotpopbt_2005_dens_2pt5_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2005_dens_2pt5_min
gpw_v4_une_atotpopbt_2005_dens_30_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2005_dens_30_min
gpw_v4_une_atotpopbt_2005_dens_30_sec,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2005_dens_30_sec
gpw_v4_une_atotpopbt_2010_dens_1_deg,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2010_dens_1_deg
gpw_v4_une_atotpopbt_2010_dens_15_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2010_dens_15_min
gpw_v4_une_atotpopbt_2010_dens_2pt5_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2010_dens_2pt5_min
gpw_v4_une_atotpopbt_2010_dens_30_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2010_dens_30_min
gpw_v4_une_atotpopbt_2010_dens_30_sec,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2010_dens_30_sec
gpw_v4_une_atotpopbt_2015_dens_1_deg,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2015_dens_1_deg
gpw_v4_une_atotpopbt_2015_dens_15_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2015_dens_15_min
gpw_v4_une_atotpopbt_2015_dens_2pt5_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2015_dens_2pt5_min
gpw_v4_une_atotpopbt_2015_dens_30_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2015_dens_30_min
gpw_v4_une_atotpopbt_2015_dens_30_sec,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2015_dens_30_sec
gpw_v4_une_atotpopbt_2020_dens_1_deg,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2020_dens_1_deg
gpw_v4_une_atotpopbt_2020_dens_15_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2020_dens_15_min
gpw_v4_une_atotpopbt_2020_dens_2pt5_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2020_dens_2pt5_min
gpw_v4_une_atotpopbt_2020_dens_30_min,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2020_dens_30_min
gpw_v4_une_atotpopbt_2020_dens_30_sec,gpw_v4_population_density_adjusted_to_2015_unwpp_country_totals_rev10_2020_dens_30_sec
gpw_v4_e_atotpopbt_1975_dens_1_deg,gpw_v4_population_density_rev10_1975_dens_1_deg
gpw_v4_e_atotpopbt_1975_dens_15_min,gpw_v4_population_density_rev10_1975_dens_15_min
gpw_v4_e_atotpopbt_1975_dens_2pt5_min,gpw_v4_population_density_rev10_1975_dens_2pt5_min
gpw_v4_e_atotpopbt_1975_dens_30_min,gpw_v4_population_density_rev10_1975_dens_30_min
gpw_v4_e_atotpopbt_1975_dens_30_sec,gpw_v4_population_density_rev10_1975_dens_30_sec
gpw_v4_e_atotpopbt_1990_dens_1_deg,gpw_v4_population_density_rev10_1990_dens_1_deg
gpw_v4_e_atotpopbt_1990_dens_15_min,gpw_v4_population_density_rev10_1990_dens_15_min
gpw_v4_e_atotpopbt_1990_dens_2pt5_min,gpw_v4_population_density_rev10_1990_dens_2pt5_min
gpw_v4_e_atotpopbt_1990_dens_30_min,gpw_v4_population_density_rev10_1990_dens_30_min
gpw_v4_e_atotpopbt_1990_dens_30_sec,gpw_v4_population_density_rev10_1990_dens_30_sec
gpw_v4_e_atotpopbt_2000_dens_1_deg,gpw_v4_population_density_rev10_2000_dens_1_deg
gpw_v4_e_atotpopbt_2000_dens_15_min,gpw_v4_population_density_rev10_2000_dens_15_min
gpw_v4_e_atotpopbt_2000_dens_2pt5_min,gpw_v4_population_density_rev10_2000_dens_2pt5_min
gpw_v4_e_atotpopbt_2000_dens_30_min,gpw_v4_population_density_rev10_2000_dens_30_min
gpw_v4_e_atotpopbt_2000_dens_30_sec,gpw_v4_population_density_rev10_2000_dens_30_sec
gpw_v4_e_atotpopbt_2005_dens_1_deg,gpw_v4_population_density_rev10_2005_dens_1_deg
gpw_v4_e_atotpopbt_2005_dens_15_min,gpw_v4_population_density_rev10_2005_dens_15_min
gpw_v4_e_atotpopbt_2005_dens_2pt5_min,gpw_v4_population_density_rev10_2005_dens_2pt5_min
gpw_v4_e_atotpopbt_2005_dens_30_min,gpw_v4_population_density_rev10_2005_dens_30_min
gpw_v4_e_atotpopbt_2005_dens_30_sec,gpw_v4_population_density_rev10_2005_dens_30_sec
gpw_v4_e_atotpopbt_2010_dens_1_deg,gpw_v4_population_density_rev10_2010_dens_1_deg
gpw_v4_e_atotpopbt_2010_dens_15_min,gpw_v4_population_density_rev10_2010_dens_15_min
gpw_v4_e_atotpopbt_2010_dens_2pt5_min,gpw_v4_population_density_rev10_2010_dens_2pt5_min
gpw_v4_e_atotpopbt_2010_dens_30_min,gpw_v4_population_density_rev10_2010_dens_30_min
gpw_v4_e_atotpopbt_2010_dens_30_sec,gpw_v4_population_density_rev10_2010_dens_30_sec
gpw_v4_e_atotpopbt_2015_dens_1_deg,gpw_v4_population_density_rev10_2015_dens_1_deg
gpw_v4_e_atotpopbt_2015_dens_15_min,gpw_v4_population_density_rev10_2015_dens_15_min
gpw_v4_e_atotpopbt_2015_dens_2pt5_min,gpw_v4_population_density_rev10_2015_dens_2pt5_min
gpw_v4_e_atotpopbt_2015_dens_30_min,gpw_v4_population_density_rev10_2015_dens_30_min
gpw_v4_e_atotpopbt_2015_dens_30_sec,gpw_v4_population_density_rev10_2015_dens_30_sec
gpw_v4_e_atotpopbt_2020_dens_1_deg,gpw_v4_population_density_rev10_2020_dens_1_deg
gpw_v4_e_atotpopbt_2020_dens_15_min,gpw_v4_population_density_rev10_2020_dens_15_min
gpw_v4_e_atotpopbt_2020_dens_2pt5_min,gpw_v4_population_density_rev10_2020_dens_2pt5_min
gpw_v4_e_atotpopbt_2020_dens_30_min,gpw_v4_population_density_rev10_2020_dens_30_min
gpw_v4_e_atotpopbt_2020_dens_30_sec,gpw_v4_population_density_rev10_2020_dens_30_sec
gpw_v4_national_identifier_1_deg,gpw_v4_national_identifier_grid_rev10_1_deg
gpw_v4_national_identifier_15_min,gpw_v4_national_identifier_grid_rev10_15_min
gpw_v4_national_identifier_2pt5_min,gpw_v4_national_identifier_grid_rev10_2pt5_min
gpw_v4_national_identifier_30_min,gpw_v4_national_identifier_grid_rev10_30_min
gpw_v4_national_identifier_30_sec,gpw_v4_national_identifier_grid_rev10_30_sec
